Case_ID,amount,stackType,status,Time,Activity
PP584,10,nonreefer,complete,8/20/2016 16:04,A
PP584,10,nonreefer,complete,8/20/2016 17:12,B
PP584,10,nonreefer,complete,8/20/2016 18:20,D
PP584,10,nonreefer,complete,8/20/2016 19:28,E
PP584,10,nonreefer,complete,8/20/2016 20:36,F
PP584,10,nonreefer,complete,8/20/2016 21:44,H
PP585,7,nonreefer,incomplete,8/20/2016 22:52,A
PP585,7,nonreefer,incomplete,8/21/2016 0:00,B
PP585,7,nonreefer,incomplete,8/21/2016 1:08,D
PP585,7,nonreefer,incomplete,8/21/2016 2:16,E
PP585,7,nonreefer,incomplete,8/21/2016 3:24,F
PP585,7,nonreefer,incomplete,8/21/2016 4:32,H
PP586,5,reefer,incomplete,8/21/2016 5:40,A
PP586,5,reefer,incomplete,8/21/2016 6:48,C
PP586,5,reefer,incomplete,8/21/2016 7:56,D
PP586,5,reefer,incomplete,8/21/2016 9:04,E
PP586,5,reefer,incomplete,8/21/2016 10:12,G
PP586,5,reefer,incomplete,8/21/2016 11:20,H
PP587,37,nonreefer,complete,8/21/2016 12:28,A
PP587,37,nonreefer,complete,8/21/2016 13:36,B
PP587,37,nonreefer,complete,8/21/2016 14:44,D
PP587,37,nonreefer,complete,8/21/2016 15:52,E
PP587,37,nonreefer,complete,8/21/2016 17:00,F
PP587,37,nonreefer,complete,8/21/2016 18:08,H
PP588,5,nonreefer,complete,8/21/2016 19:16,A
PP588,5,nonreefer,complete,8/21/2016 20:24,C
PP588,5,nonreefer,complete,8/21/2016 21:32,D
PP588,5,nonreefer,complete,8/21/2016 22:40,E
PP588,5,nonreefer,complete,8/21/2016 23:48,G
PP588,5,nonreefer,complete,8/22/2016 0:56,H
PP589,2,reefer,incomplete,8/22/2016 2:04,A
PP589,2,reefer,incomplete,8/22/2016 3:12,B
PP589,2,reefer,incomplete,8/22/2016 4:20,D
PP589,2,reefer,incomplete,8/22/2016 5:28,E
PP589,2,reefer,incomplete,8/22/2016 6:36,F
PP589,2,reefer,incomplete,8/22/2016 7:44,H
PP590,7,reefer,incomplete,8/22/2016 8:52,A
PP590,7,reefer,incomplete,8/22/2016 10:00,B
PP590,7,reefer,incomplete,8/22/2016 11:08,D
PP590,7,reefer,incomplete,8/22/2016 12:16,E
PP590,7,reefer,incomplete,8/22/2016 13:24,F
PP590,7,reefer,incomplete,8/22/2016 14:32,H
PP591,14,nonreefer,incomplete,8/22/2016 15:40,A
PP591,14,nonreefer,incomplete,8/22/2016 16:48,C
PP591,14,nonreefer,incomplete,8/22/2016 17:56,D
PP591,14,nonreefer,incomplete,8/22/2016 19:04,E
PP591,14,nonreefer,incomplete,8/22/2016 20:12,G
PP591,14,nonreefer,incomplete,8/22/2016 21:20,H
PP592,30,reefer,incomplete,8/22/2016 22:28,A
PP592,30,reefer,incomplete,8/22/2016 23:36,B
PP592,30,reefer,incomplete,8/23/2016 0:44,D
PP592,30,reefer,incomplete,8/23/2016 1:52,E
PP592,30,reefer,incomplete,8/23/2016 3:00,G
PP592,30,reefer,incomplete,8/23/2016 4:08,H
PP593,7,nonreefer,incomplete,8/23/2016 5:16,A
PP593,7,nonreefer,incomplete,8/23/2016 6:24,B
PP593,7,nonreefer,incomplete,8/23/2016 7:32,D
PP593,7,nonreefer,incomplete,8/23/2016 8:40,E
PP593,7,nonreefer,incomplete,8/23/2016 9:48,F
PP593,7,nonreefer,incomplete,8/23/2016 10:56,H
PP594,26,reefer,complete,8/23/2016 12:04,A
PP594,26,reefer,complete,8/23/2016 13:12,B
PP594,26,reefer,complete,8/23/2016 14:20,D
PP594,26,reefer,complete,8/23/2016 15:28,E
PP594,26,reefer,complete,8/23/2016 16:36,G
PP594,26,reefer,complete,8/23/2016 17:44,H
PP595,40,reefer,incomplete,8/23/2016 18:52,A
PP595,40,reefer,incomplete,8/23/2016 20:00,C
PP595,40,reefer,incomplete,8/23/2016 21:08,D
PP595,40,reefer,incomplete,8/23/2016 22:16,E
PP595,40,reefer,incomplete,8/23/2016 23:24,G
PP595,40,reefer,incomplete,8/24/2016 0:32,H
PP596,19,reefer,incomplete,8/24/2016 1:40,A
PP596,19,reefer,incomplete,8/24/2016 2:48,C
PP596,19,reefer,incomplete,8/24/2016 3:56,D
PP596,19,reefer,incomplete,8/24/2016 5:04,E
PP596,19,reefer,incomplete,8/24/2016 6:12,F
PP596,19,reefer,incomplete,8/24/2016 7:20,H
PP597,8,reefer,incomplete,8/24/2016 8:28,A
PP597,8,reefer,incomplete,8/24/2016 9:36,B
PP597,8,reefer,incomplete,8/24/2016 10:44,D
PP597,8,reefer,incomplete,8/24/2016 11:52,E
PP597,8,reefer,incomplete,8/24/2016 13:00,F
PP597,8,reefer,incomplete,8/24/2016 14:08,H
PP598,8,reefer,complete,8/24/2016 15:16,A
PP598,8,reefer,complete,8/24/2016 16:24,C
PP598,8,reefer,complete,8/24/2016 17:32,D
PP598,8,reefer,complete,8/24/2016 18:40,E
PP598,8,reefer,complete,8/24/2016 19:48,G
PP598,8,reefer,complete,8/24/2016 20:56,H
PP599,32,reefer,incomplete,8/24/2016 22:04,A
PP599,32,reefer,incomplete,8/24/2016 23:12,B
PP599,32,reefer,incomplete,8/25/2016 0:20,D
PP599,32,reefer,incomplete,8/25/2016 1:28,E
PP599,32,reefer,incomplete,8/25/2016 2:36,F
PP599,32,reefer,incomplete,8/25/2016 3:44,H
PP600,31,nonreefer,incomplete,8/25/2016 4:52,A
PP600,31,nonreefer,incomplete,8/25/2016 6:00,B
PP600,31,nonreefer,incomplete,8/25/2016 7:08,D
PP600,31,nonreefer,incomplete,8/25/2016 8:16,E
PP600,31,nonreefer,incomplete,8/25/2016 9:24,G
PP600,31,nonreefer,incomplete,8/25/2016 10:32,H
PP601,15,nonreefer,incomplete,8/25/2016 11:40,A
PP601,15,nonreefer,incomplete,8/25/2016 12:48,C
PP601,15,nonreefer,incomplete,8/25/2016 13:56,D
PP601,15,nonreefer,incomplete,8/25/2016 15:04,E
PP601,15,nonreefer,incomplete,8/25/2016 16:12,G
PP601,15,nonreefer,incomplete,8/25/2016 17:20,H
PP602,13,reefer,complete,8/25/2016 18:28,A
PP602,13,reefer,complete,8/25/2016 19:36,C
PP602,13,reefer,complete,8/25/2016 20:44,D
PP602,13,reefer,complete,8/25/2016 21:52,E
PP602,13,reefer,complete,8/25/2016 23:00,F
PP602,13,reefer,complete,8/26/2016 0:08,H
PP603,19,reefer,incomplete,8/26/2016 1:16,A
PP603,19,reefer,incomplete,8/26/2016 2:24,C
PP603,19,reefer,incomplete,8/26/2016 3:32,D
PP603,19,reefer,incomplete,8/26/2016 4:40,E
PP603,19,reefer,incomplete,8/26/2016 5:48,G
PP603,19,reefer,incomplete,8/26/2016 6:56,H
PP604,24,nonreefer,incomplete,8/26/2016 8:04,A
PP604,24,nonreefer,incomplete,8/26/2016 9:12,C
PP604,24,nonreefer,incomplete,8/26/2016 10:20,D
PP604,24,nonreefer,incomplete,8/26/2016 11:28,E
PP604,24,nonreefer,incomplete,8/26/2016 12:36,G
PP604,24,nonreefer,incomplete,8/26/2016 13:44,H
PP605,6,reefer,complete,8/26/2016 14:52,A
PP605,6,reefer,complete,8/26/2016 16:00,C
PP605,6,reefer,complete,8/26/2016 17:08,D
PP605,6,reefer,complete,8/26/2016 18:16,E
PP605,6,reefer,complete,8/26/2016 19:24,G
PP605,6,reefer,complete,8/26/2016 20:32,H
PP606,8,nonreefer,complete,8/26/2016 21:40,A
PP606,8,nonreefer,complete,8/26/2016 22:48,C
PP606,8,nonreefer,complete,8/26/2016 23:56,D
PP606,8,nonreefer,complete,8/27/2016 1:04,E
PP606,8,nonreefer,complete,8/27/2016 2:12,G
PP606,8,nonreefer,complete,8/27/2016 3:20,H
PP607,40,reefer,complete,8/27/2016 4:28,A
PP607,40,reefer,complete,8/27/2016 5:36,B
PP607,40,reefer,complete,8/27/2016 6:44,D
PP607,40,reefer,complete,8/27/2016 7:52,E
PP607,40,reefer,complete,8/27/2016 9:00,F
PP607,40,reefer,complete,8/27/2016 10:08,H
PP608,8,reefer,incomplete,8/27/2016 11:16,A
PP608,8,reefer,incomplete,8/27/2016 12:24,B
PP608,8,reefer,incomplete,8/27/2016 13:32,D
PP608,8,reefer,incomplete,8/27/2016 14:40,E
PP608,8,reefer,incomplete,8/27/2016 15:48,F
PP608,8,reefer,incomplete,8/27/2016 16:56,H
PP609,33,reefer,complete,8/27/2016 18:04,A
PP609,33,reefer,complete,8/27/2016 19:12,B
PP609,33,reefer,complete,8/27/2016 20:20,D
PP609,33,reefer,complete,8/27/2016 21:28,E
PP609,33,reefer,complete,8/27/2016 22:36,F
PP609,33,reefer,complete,8/27/2016 23:44,H
PP610,4,reefer,incomplete,8/28/2016 0:52,A
PP610,4,reefer,incomplete,8/28/2016 2:00,B
PP610,4,reefer,incomplete,8/28/2016 3:08,D
PP610,4,reefer,incomplete,8/28/2016 4:16,E
PP610,4,reefer,incomplete,8/28/2016 5:24,F
PP610,4,reefer,incomplete,8/28/2016 6:32,H
PP611,34,reefer,complete,8/28/2016 7:40,A
PP611,34,reefer,complete,8/28/2016 8:48,B
PP611,34,reefer,complete,8/28/2016 9:56,D
PP611,34,reefer,complete,8/28/2016 11:04,E
PP611,34,reefer,complete,8/28/2016 12:12,F
PP611,34,reefer,complete,8/28/2016 13:20,H
PP612,10,nonreefer,incomplete,8/28/2016 14:28,A
PP612,10,nonreefer,incomplete,8/28/2016 15:36,C
PP612,10,nonreefer,incomplete,8/28/2016 16:44,D
PP612,10,nonreefer,incomplete,8/28/2016 17:52,E
PP612,10,nonreefer,incomplete,8/28/2016 19:00,G
PP612,10,nonreefer,incomplete,8/28/2016 20:08,H
PP613,7,reefer,complete,8/28/2016 21:16,A
PP613,7,reefer,complete,8/28/2016 22:24,C
PP613,7,reefer,complete,8/28/2016 23:32,D
PP613,7,reefer,complete,8/29/2016 0:40,E
PP613,7,reefer,complete,8/29/2016 1:48,G
PP613,7,reefer,complete,8/29/2016 2:56,H
PP614,31,nonreefer,incomplete,8/29/2016 4:04,A
PP614,31,nonreefer,incomplete,8/29/2016 5:12,C
PP614,31,nonreefer,incomplete,8/29/2016 6:20,D
PP614,31,nonreefer,incomplete,8/29/2016 7:28,E
PP614,31,nonreefer,incomplete,8/29/2016 8:36,G
PP614,31,nonreefer,incomplete,8/29/2016 9:44,H
PP615,5,nonreefer,incomplete,8/29/2016 10:52,A
PP615,5,nonreefer,incomplete,8/29/2016 12:00,B
PP615,5,nonreefer,incomplete,8/29/2016 13:08,D
PP615,5,nonreefer,incomplete,8/29/2016 14:16,E
PP615,5,nonreefer,incomplete,8/29/2016 15:24,F
PP615,5,nonreefer,incomplete,8/29/2016 16:32,H
PP616,8,reefer,incomplete,8/29/2016 17:40,A
PP616,8,reefer,incomplete,8/29/2016 18:48,C
PP616,8,reefer,incomplete,8/29/2016 19:56,D
PP616,8,reefer,incomplete,8/29/2016 21:04,E
PP616,8,reefer,incomplete,8/29/2016 22:12,G
PP616,8,reefer,incomplete,8/29/2016 23:20,H
PP617,3,nonreefer,complete,8/30/2016 0:28,A
PP617,3,nonreefer,complete,8/30/2016 1:36,C
PP617,3,nonreefer,complete,8/30/2016 2:44,D
PP617,3,nonreefer,complete,8/30/2016 3:52,E
PP617,3,nonreefer,complete,8/30/2016 5:00,G
PP617,3,nonreefer,complete,8/30/2016 6:08,H
PP618,4,reefer,incomplete,8/30/2016 7:16,A
PP618,4,reefer,incomplete,8/30/2016 8:24,B
PP618,4,reefer,incomplete,8/30/2016 9:32,D
PP618,4,reefer,incomplete,8/30/2016 10:40,E
PP618,4,reefer,incomplete,8/30/2016 11:48,F
PP618,4,reefer,incomplete,8/30/2016 12:56,H
PP619,6,reefer,incomplete,8/30/2016 14:04,A
PP619,6,reefer,incomplete,8/30/2016 15:12,B
PP619,6,reefer,incomplete,8/30/2016 16:20,D
PP619,6,reefer,incomplete,8/30/2016 17:28,E
PP619,6,reefer,incomplete,8/30/2016 18:36,F
PP619,6,reefer,incomplete,8/30/2016 19:44,H
PP620,37,nonreefer,incomplete,8/30/2016 20:52,A
PP620,37,nonreefer,incomplete,8/30/2016 22:00,C
PP620,37,nonreefer,incomplete,8/30/2016 23:08,D
PP620,37,nonreefer,incomplete,8/31/2016 0:16,E
PP620,37,nonreefer,incomplete,8/31/2016 1:24,G
PP620,37,nonreefer,incomplete,8/31/2016 2:32,H
PP621,25,nonreefer,incomplete,8/31/2016 3:40,A
PP621,25,nonreefer,incomplete,8/31/2016 4:48,C
PP621,25,nonreefer,incomplete,8/31/2016 5:56,D
PP621,25,nonreefer,incomplete,8/31/2016 7:04,E
PP621,25,nonreefer,incomplete,8/31/2016 8:12,G
PP621,25,nonreefer,incomplete,8/31/2016 9:20,H
PP622,19,nonreefer,complete,8/31/2016 10:28,A
PP622,19,nonreefer,complete,8/31/2016 11:36,C
PP622,19,nonreefer,complete,8/31/2016 12:44,D
PP622,19,nonreefer,complete,8/31/2016 13:52,E
PP622,19,nonreefer,complete,8/31/2016 15:00,F
PP622,19,nonreefer,complete,8/31/2016 16:08,H
PP623,2,reefer,complete,8/31/2016 17:16,A
PP623,2,reefer,complete,8/31/2016 18:24,C
PP623,2,reefer,complete,8/31/2016 19:32,D
PP623,2,reefer,complete,8/31/2016 20:40,E
PP623,2,reefer,complete,8/31/2016 21:48,G
PP623,2,reefer,complete,8/31/2016 22:56,H
PP624,7,reefer,incomplete,9/1/2016 0:04,A
PP624,7,reefer,incomplete,9/1/2016 1:12,C
PP624,7,reefer,incomplete,9/1/2016 2:20,D
PP624,7,reefer,incomplete,9/1/2016 3:28,E
PP624,7,reefer,incomplete,9/1/2016 4:36,G
PP624,7,reefer,incomplete,9/1/2016 5:44,H
PP625,3,reefer,incomplete,9/1/2016 6:52,A
PP625,3,reefer,incomplete,9/1/2016 8:00,B
PP625,3,reefer,incomplete,9/1/2016 9:08,D
PP625,3,reefer,incomplete,9/1/2016 10:16,E
PP625,3,reefer,incomplete,9/1/2016 11:24,F
PP625,3,reefer,incomplete,9/1/2016 12:32,H
PP626,5,reefer,complete,9/1/2016 13:40,A
PP626,5,reefer,complete,9/1/2016 14:48,C
PP626,5,reefer,complete,9/1/2016 15:56,D
PP626,5,reefer,complete,9/1/2016 17:04,E
PP626,5,reefer,complete,9/1/2016 18:12,G
PP626,5,reefer,complete,9/1/2016 19:20,H
PP627,2,reefer,incomplete,9/1/2016 20:28,A
PP627,2,reefer,incomplete,9/1/2016 21:36,B
PP627,2,reefer,incomplete,9/1/2016 22:44,D
PP627,2,reefer,incomplete,9/1/2016 23:52,E
PP627,2,reefer,incomplete,9/2/2016 1:00,F
PP627,2,reefer,incomplete,9/2/2016 2:08,H
PP628,3,nonreefer,incomplete,9/2/2016 3:16,A
PP628,3,nonreefer,incomplete,9/2/2016 4:24,B
PP628,3,nonreefer,incomplete,9/2/2016 5:32,D
PP628,3,nonreefer,incomplete,9/2/2016 6:40,E
PP628,3,nonreefer,incomplete,9/2/2016 7:48,F
PP628,3,nonreefer,incomplete,9/2/2016 8:56,H
PP629,8,nonreefer,incomplete,9/2/2016 10:04,A
PP629,8,nonreefer,incomplete,9/2/2016 11:12,B
PP629,8,nonreefer,incomplete,9/2/2016 12:20,D
PP629,8,nonreefer,incomplete,9/2/2016 13:28,E
PP629,8,nonreefer,incomplete,9/2/2016 14:36,F
PP629,8,nonreefer,incomplete,9/2/2016 15:44,H
PP630,2,nonreefer,complete,9/2/2016 16:52,A
PP630,2,nonreefer,complete,9/2/2016 18:00,C
PP630,2,nonreefer,complete,9/2/2016 19:08,D
PP630,2,nonreefer,complete,9/2/2016 20:16,E
PP630,2,nonreefer,complete,9/2/2016 21:24,G
PP630,2,nonreefer,complete,9/2/2016 22:32,H
PP631,6,nonreefer,incomplete,9/2/2016 23:40,A
PP631,6,nonreefer,incomplete,9/3/2016 0:48,C
PP631,6,nonreefer,incomplete,9/3/2016 1:56,D
PP631,6,nonreefer,incomplete,9/3/2016 3:04,E
PP631,6,nonreefer,incomplete,9/3/2016 4:12,G
PP631,6,nonreefer,incomplete,9/3/2016 5:20,H
PP632,14,nonreefer,incomplete,9/3/2016 6:28,A
PP632,14,nonreefer,incomplete,9/3/2016 7:36,C
PP632,14,nonreefer,incomplete,9/3/2016 8:44,D
PP632,14,nonreefer,incomplete,9/3/2016 9:52,E
PP632,14,nonreefer,incomplete,9/3/2016 11:00,G
PP632,14,nonreefer,incomplete,9/3/2016 12:08,H
PP633,33,reefer,complete,9/3/2016 13:16,A
PP633,33,reefer,complete,9/3/2016 14:24,B
PP633,33,reefer,complete,9/3/2016 15:32,D
PP633,33,reefer,complete,9/3/2016 16:40,E
PP633,33,reefer,complete,9/3/2016 17:48,F
PP633,33,reefer,complete,9/3/2016 18:56,H
PP634,25,nonreefer,complete,9/3/2016 20:04,A
PP634,25,nonreefer,complete,9/3/2016 21:12,B
PP634,25,nonreefer,complete,9/3/2016 22:20,D
PP634,25,nonreefer,complete,9/3/2016 23:28,E
PP634,25,nonreefer,complete,9/4/2016 0:36,F
PP634,25,nonreefer,complete,9/4/2016 1:44,H
PP635,33,reefer,complete,9/4/2016 2:52,A
PP635,33,reefer,complete,9/4/2016 4:00,B
PP635,33,reefer,complete,9/4/2016 5:08,D
PP635,33,reefer,complete,9/4/2016 6:16,E
PP635,33,reefer,complete,9/4/2016 7:24,F
PP635,33,reefer,complete,9/4/2016 8:32,H
PP636,5,reefer,incomplete,9/4/2016 9:40,A
PP636,5,reefer,incomplete,9/4/2016 10:48,C
PP636,5,reefer,incomplete,9/4/2016 11:56,D
PP636,5,reefer,incomplete,9/4/2016 13:04,E
PP636,5,reefer,incomplete,9/4/2016 14:12,G
PP636,5,reefer,incomplete,9/4/2016 15:20,H
PP637,5,reefer,complete,9/4/2016 16:28,A
PP637,5,reefer,complete,9/4/2016 17:36,C
PP637,5,reefer,complete,9/4/2016 18:44,D
PP637,5,reefer,complete,9/4/2016 19:52,E
PP637,5,reefer,complete,9/4/2016 21:00,G
PP637,5,reefer,complete,9/4/2016 22:08,H
PP638,2,reefer,complete,9/4/2016 23:16,A
PP638,2,reefer,complete,9/5/2016 0:24,C
PP638,2,reefer,complete,9/5/2016 1:32,D
PP638,2,reefer,complete,9/5/2016 2:40,E
PP638,2,reefer,complete,9/5/2016 3:48,G
PP638,2,reefer,complete,9/5/2016 4:56,H
PP639,6,nonreefer,incomplete,9/5/2016 6:04,A
PP639,6,nonreefer,incomplete,9/5/2016 7:12,C
PP639,6,nonreefer,incomplete,9/5/2016 8:20,D
PP639,6,nonreefer,incomplete,9/5/2016 9:28,E
PP639,6,nonreefer,incomplete,9/5/2016 10:36,G
PP639,6,nonreefer,incomplete,9/5/2016 11:44,H
PP640,6,reefer,incomplete,9/5/2016 12:52,A
PP640,6,reefer,incomplete,9/5/2016 14:00,C
PP640,6,reefer,incomplete,9/5/2016 15:08,D
PP640,6,reefer,incomplete,9/5/2016 16:16,E
PP640,6,reefer,incomplete,9/5/2016 17:24,G
PP640,6,reefer,incomplete,9/5/2016 18:32,H
PP641,3,reefer,incomplete,9/5/2016 19:40,A
PP641,3,reefer,incomplete,9/5/2016 20:48,B
PP641,3,reefer,incomplete,9/5/2016 21:56,D
PP641,3,reefer,incomplete,9/5/2016 23:04,E
PP641,3,reefer,incomplete,9/6/2016 0:12,F
PP641,3,reefer,incomplete,9/6/2016 1:20,H
PP642,26,nonreefer,incomplete,9/6/2016 2:28,A
PP642,26,nonreefer,incomplete,9/6/2016 3:36,B
PP642,26,nonreefer,incomplete,9/6/2016 4:44,D
PP642,26,nonreefer,incomplete,9/6/2016 5:52,E
PP642,26,nonreefer,incomplete,9/6/2016 7:00,G
PP642,26,nonreefer,incomplete,9/6/2016 8:08,H
PP643,13,reefer,incomplete,9/6/2016 9:16,A
PP643,13,reefer,incomplete,9/6/2016 10:24,C
PP643,13,reefer,incomplete,9/6/2016 11:32,D
PP643,13,reefer,incomplete,9/6/2016 12:40,E
PP643,13,reefer,incomplete,9/6/2016 13:48,G
PP643,13,reefer,incomplete,9/6/2016 14:56,H
PP644,8,nonreefer,complete,9/6/2016 16:04,A
PP644,8,nonreefer,complete,9/6/2016 17:12,C
PP644,8,nonreefer,complete,9/6/2016 18:20,D
PP644,8,nonreefer,complete,9/6/2016 19:28,E
PP644,8,nonreefer,complete,9/6/2016 20:36,G
PP644,8,nonreefer,complete,9/6/2016 21:44,H
PP645,5,nonreefer,incomplete,9/6/2016 22:52,A
PP645,5,nonreefer,incomplete,9/7/2016 0:00,B
PP645,5,nonreefer,incomplete,9/7/2016 1:08,D
PP645,5,nonreefer,incomplete,9/7/2016 2:16,E
PP645,5,nonreefer,incomplete,9/7/2016 3:24,F
PP645,5,nonreefer,incomplete,9/7/2016 4:32,H
PP646,18,reefer,incomplete,9/7/2016 5:40,A
PP646,18,reefer,incomplete,9/7/2016 6:48,C
PP646,18,reefer,incomplete,9/7/2016 7:56,D
PP646,18,reefer,incomplete,9/7/2016 9:04,E
PP646,18,reefer,incomplete,9/7/2016 10:12,G
PP646,18,reefer,incomplete,9/7/2016 11:20,H
PP647,8,nonreefer,complete,9/7/2016 12:28,A
PP647,8,nonreefer,complete,9/7/2016 13:36,C
PP647,8,nonreefer,complete,9/7/2016 14:44,D
PP647,8,nonreefer,complete,9/7/2016 15:52,E
PP647,8,nonreefer,complete,9/7/2016 17:00,G
PP647,8,nonreefer,complete,9/7/2016 18:08,H
PP648,21,reefer,complete,9/7/2016 19:16,A
PP648,21,reefer,complete,9/7/2016 20:24,B
PP648,21,reefer,complete,9/7/2016 21:32,D
PP648,21,reefer,complete,9/7/2016 22:40,E
PP648,21,reefer,complete,9/7/2016 23:48,F
PP648,21,reefer,complete,9/8/2016 0:56,H
PP649,5,nonreefer,complete,9/8/2016 2:04,A
PP649,5,nonreefer,complete,9/8/2016 3:12,C
PP649,5,nonreefer,complete,9/8/2016 4:20,D
PP649,5,nonreefer,complete,9/8/2016 5:28,E
PP649,5,nonreefer,complete,9/8/2016 6:36,G
PP649,5,nonreefer,complete,9/8/2016 7:44,H
PP650,33,nonreefer,incomplete,9/8/2016 8:52,A
PP650,33,nonreefer,incomplete,9/8/2016 10:00,C
PP650,33,nonreefer,incomplete,9/8/2016 11:08,D
PP650,33,nonreefer,incomplete,9/8/2016 12:16,E
PP650,33,nonreefer,incomplete,9/8/2016 13:24,G
PP650,33,nonreefer,incomplete,9/8/2016 14:32,H
PP651,5,reefer,incomplete,9/8/2016 15:40,A
PP651,5,reefer,incomplete,9/8/2016 16:48,B
PP651,5,reefer,incomplete,9/8/2016 17:56,D
PP651,5,reefer,incomplete,9/8/2016 19:04,E
PP651,5,reefer,incomplete,9/8/2016 20:12,F
PP651,5,reefer,incomplete,9/8/2016 21:20,H
PP652,24,reefer,complete,9/8/2016 22:28,A
PP652,24,reefer,complete,9/8/2016 23:36,B
PP652,24,reefer,complete,9/9/2016 0:44,D
PP652,24,reefer,complete,9/9/2016 1:52,E
PP652,24,reefer,complete,9/9/2016 3:00,F
PP652,24,reefer,complete,9/9/2016 4:08,H
PP653,14,reefer,incomplete,9/9/2016 5:16,A
PP653,14,reefer,incomplete,9/9/2016 6:24,C
PP653,14,reefer,incomplete,9/9/2016 7:32,D
PP653,14,reefer,incomplete,9/9/2016 8:40,E
PP653,14,reefer,incomplete,9/9/2016 9:48,G
PP653,14,reefer,incomplete,9/9/2016 10:56,H
PP654,15,reefer,incomplete,9/9/2016 12:04,A
PP654,15,reefer,incomplete,9/9/2016 13:12,C
PP654,15,reefer,incomplete,9/9/2016 14:20,D
PP654,15,reefer,incomplete,9/9/2016 15:28,E
PP654,15,reefer,incomplete,9/9/2016 16:36,G
PP654,15,reefer,incomplete,9/9/2016 17:44,H
PP655,33,reefer,complete,9/9/2016 18:52,A
PP655,33,reefer,complete,9/9/2016 20:00,B
PP655,33,reefer,complete,9/9/2016 21:08,D
PP655,33,reefer,complete,9/9/2016 22:16,E
PP655,33,reefer,complete,9/9/2016 23:24,F
PP655,33,reefer,complete,9/10/2016 0:32,H
PP656,38,nonreefer,incomplete,9/10/2016 1:40,A
PP656,38,nonreefer,incomplete,9/10/2016 2:48,B
PP656,38,nonreefer,incomplete,9/10/2016 3:56,D
PP656,38,nonreefer,incomplete,9/10/2016 5:04,E
PP656,38,nonreefer,incomplete,9/10/2016 6:12,G
PP656,38,nonreefer,incomplete,9/10/2016 7:20,H
PP657,6,reefer,incomplete,9/10/2016 8:28,A
PP657,6,reefer,incomplete,9/10/2016 9:36,B
PP657,6,reefer,incomplete,9/10/2016 10:44,D
PP657,6,reefer,incomplete,9/10/2016 11:52,E
PP657,6,reefer,incomplete,9/10/2016 13:00,F
PP657,6,reefer,incomplete,9/10/2016 14:08,H
PP658,3,reefer,complete,9/10/2016 15:16,A
PP658,3,reefer,complete,9/10/2016 16:24,C
PP658,3,reefer,complete,9/10/2016 17:32,D
PP658,3,reefer,complete,9/10/2016 18:40,E
PP658,3,reefer,complete,9/10/2016 19:48,F
PP658,3,reefer,complete,9/10/2016 20:56,H
PP659,37,nonreefer,incomplete,9/10/2016 22:04,A
PP659,37,nonreefer,incomplete,9/10/2016 23:12,C
PP659,37,nonreefer,incomplete,9/11/2016 0:20,D
PP659,37,nonreefer,incomplete,9/11/2016 1:28,E
PP659,37,nonreefer,incomplete,9/11/2016 2:36,G
PP659,37,nonreefer,incomplete,9/11/2016 3:44,H
PP660,8,reefer,incomplete,9/11/2016 4:52,A
PP660,8,reefer,incomplete,9/11/2016 6:00,B
PP660,8,reefer,incomplete,9/11/2016 7:08,D
PP660,8,reefer,incomplete,9/11/2016 8:16,E
PP660,8,reefer,incomplete,9/11/2016 9:24,F
PP660,8,reefer,incomplete,9/11/2016 10:32,H
PP661,22,nonreefer,complete,9/11/2016 11:40,A
PP661,22,nonreefer,complete,9/11/2016 12:48,B
PP661,22,nonreefer,complete,9/11/2016 13:56,D
PP661,22,nonreefer,complete,9/11/2016 15:04,E
PP661,22,nonreefer,complete,9/11/2016 16:12,F
PP661,22,nonreefer,complete,9/11/2016 17:20,H
PP662,38,nonreefer,incomplete,9/11/2016 18:28,A
PP662,38,nonreefer,incomplete,9/11/2016 19:36,B
PP662,38,nonreefer,incomplete,9/11/2016 20:44,D
PP662,38,nonreefer,incomplete,9/11/2016 21:52,E
PP662,38,nonreefer,incomplete,9/11/2016 23:00,F
PP662,38,nonreefer,incomplete,9/12/2016 0:08,H
PP663,39,nonreefer,complete,9/12/2016 1:16,A
PP663,39,nonreefer,complete,9/12/2016 2:24,B
PP663,39,nonreefer,complete,9/12/2016 3:32,D
PP663,39,nonreefer,complete,9/12/2016 4:40,E
PP663,39,nonreefer,complete,9/12/2016 5:48,F
PP663,39,nonreefer,complete,9/12/2016 6:56,H
PP664,12,reefer,incomplete,9/12/2016 8:04,A
PP664,12,reefer,incomplete,9/12/2016 9:12,C
PP664,12,reefer,incomplete,9/12/2016 10:20,D
PP664,12,reefer,incomplete,9/12/2016 11:28,E
PP664,12,reefer,incomplete,9/12/2016 12:36,G
PP664,12,reefer,incomplete,9/12/2016 13:44,H
PP665,2,nonreefer,incomplete,9/12/2016 14:52,A
PP665,2,nonreefer,incomplete,9/12/2016 16:00,B
PP665,2,nonreefer,incomplete,9/12/2016 17:08,D
PP665,2,nonreefer,incomplete,9/12/2016 18:16,E
PP665,2,nonreefer,incomplete,9/12/2016 19:24,F
PP665,2,nonreefer,incomplete,9/12/2016 20:32,H
PP666,34,nonreefer,complete,9/12/2016 21:40,A
PP666,34,nonreefer,complete,9/12/2016 22:48,B
PP666,34,nonreefer,complete,9/12/2016 23:56,D
PP666,34,nonreefer,complete,9/13/2016 1:04,E
PP666,34,nonreefer,complete,9/13/2016 2:12,F
